Model Type,Fit_Time (s),Inf_Time (s),Mean_Uncertainty,Tune_Time (s),Prior_Precision
MAP Baseline,468.19014048576355,0.48179006576538086,0.07832309603691101,,
Laplace_Diag_GridSearch_all,1.332519292831421,0.29090189933776855,0.07837530225515366,20.252317667007446,10000.0
Laplace_Diag_MargLik_all,1.2338991165161133,0.2790946960449219,0.08743488043546677,0.11289024353027344,8.584383964538574
Laplace_Full_MargLik_all,1092.0907573699951,0.8777120113372803,0.22926335036754608,6.664043188095093,0.5160818696022034
Laplace_Kron_MargLik_all,1.6892125606536865,1.293515920639038,0.1589990109205246,2.6967759132385254,1.4091988801956177
