Model Type,Accuracy,NLL,Brier Score,ECE,ROC-AUC,Precision,Recall,F1 Score,Mean Confidence,Median Confidence,Predictive Std (mean),Predictive Std (median),Predictive Std (std),CI95 Width (mean),Aleatoric Uncertainty,Epistemic Uncertainty,Total Uncertainty,Inference Time (s)
Bayesian-Torch (Flipout),0.866,0.30456477403640747,0.18850351870059967,0.017794795930385566,0.94515073047345,0.8820403825717322,0.8409321175278622,0.8609958506224067,0.8649771213531494,0.9236283302307129,0.01749158464372158,0.014156443998217583,0.011937666684389114,0.05502856947407126,0.3241487443447113,0.0016022920608520508,0.32575103640556335,0.12190580368041992
Bayesian-Torch (BBB),0.8685,0.308133602142334,0.19011789560317993,0.017771972924470893,0.9435894666198588,0.8591269841269841,0.8774062816616008,0.8681704260651629,0.8570992350578308,0.9144298434257507,0.017481952905654907,0.014392578974366188,0.011355534195899963,0.05564510449171065,0.3384326994419098,0.0015230178833007812,0.33995571732521057,0.13809943199157715
