Model Type,Accuracy,NLL,Brier Score,ECE,ROC-AUC,Precision,Recall,F1 Score,Mean Confidence,Median Confidence,Predictive Std (mean),Predictive Std (median),Predictive Std (std),CI95 Width (mean),Aleatoric Uncertainty,Epistemic Uncertainty,Total Uncertainty,Inference Time (s)
Bayesian-Torch (Flipout),0.867,0.33493348956108093,0.19931650161743164,0.07154635116457939,0.9439085205399713,0.8697435897435898,0.8591691995947315,0.8644240570846076,0.7976359724998474,0.8353053331375122,0.02107558399438858,0.021101534366607666,0.006722563877701759,0.06643888839706778,0.45004963874816895,0.0016348063945770264,0.45168444514274597,0.012068033218383789
Bayesian-Torch (BBB),0.921,0.20138704776763916,0.1185808777809143,0.011323705881834062,0.9760059450047057,0.904390243902439,0.939209726443769,0.9214711729622267,0.9166147112846375,0.9745084643363953,0.017650442197918892,0.007774880155920982,0.02031426690518856,0.05418870051652192,0.21040871739387512,0.0025814324617385864,0.2129901498556137,0.00709986686706543
