,Train_Time,Inference_Time,RMSE,NLL,Calibration Error,Avg Epistemic std,Hessian_Fit_Time,MargLik_Opt_Time
MAP,1.4394025802612305,0.0014145374298095703,1.4153342467027024,,,,,
Laplace,1.6493866443634033,0.09435915946960449,1.4153342467027024,1.5037275781417647,0.05817368421052631,1.7063484191894531,0.20055890083312988,1.4488277435302734
Bayesian-Torch,1.73561429977417,0.051217079162597656,1.0941806151611762,1.485323035344873,0.018099999999999998,0.9714158177375793,,
